ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry,
N06000006,East Londonderry,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000007,Fermanagh and South Tyrone,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000008,Foyle,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000009,Lagan Valley,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
N06000010,Mid Ulster,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000011,Newry and Armagh,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
N06000012,North Antrim,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,500,540,580,
N06000013,North Down,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
N06000014,South Antrim,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
N06000015,South Down,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
N06000016,Strangford,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
N06000017,Upper Bann,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,550,540,580,
N06000018,West Tyrone,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
S14000001,Aberdeen North,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000002,Aberdeen South,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,650,580,580,
S14000003,Airdrie and Shotts,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,590,580,580,
S14000004,Angus,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,520,580,580,
S14000005,Argyll and Bute,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,520,580,580,
S14000006,"Ayr, Carrick and Cumnock",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,560,580,580,
S14000007,Banff and Buchan,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,530,580,580,
S14000008,"Berwickshire, Roxburgh and Selkirk",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,530,580,580,
S14000009,"Caithness, Sutherland and Easter Ross",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,560,580,580,
S14000010,Central Ayrshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000011,"Coatbridge, Chryston and Bellshill",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000013,Dumfries and Galloway,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,490,580,580,
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,510,580,580,
S14000015,Dundee East,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000016,Dundee West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,540,580,580,
S14000017,Dunfermline and West Fife,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000018,East Dunbartonshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,720,580,580,
S14000019,"East Kilbride, Strathaven and Lesmahagow",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000020,East Lothian,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,660,580,580,
S14000021,East Renfrewshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,790,580,580,
S14000022,Edinburgh East,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,590,580,580,
S14000023,Edinburgh North and Leith,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,610,580,580,
S14000024,Edinburgh South,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,720,580,580,
S14000025,Edinburgh South West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000026,Edinburgh West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,610,580,580,
S14000027,Na h-Eileanan An Iar,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,520,580,580,
S14000028,Falkirk,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000029,Glasgow Central,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,600,580,580,
S14000030,Glasgow East,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,510,580,580,
S14000031,Glasgow North,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,590,580,580,
S14000032,Glasgow North East,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,500,580,580,
S14000033,Glasgow North West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000034,Glasgow South,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,630,580,580,
S14000035,Glasgow South West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,490,580,580,
S14000036,Glenrothes,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,540,580,580,
S14000037,Gordon,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,690,580,580,
S14000038,Inverclyde,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,540,580,580,
S14000039,"Inverness, Nairn, Badenoch and Strathspey",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000040,Kilmarnock and Loudoun,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,640,580,580,
S14000041,Kirkcaldy and Cowdenbeath,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000042,Lanark and Hamilton East,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,610,580,580,
S14000043,Linlithgow and East Falkirk,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000044,Livingston,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000045,Midlothian,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000046,Moray,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,560,580,580,
S14000047,Motherwell and Wishaw,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000048,North Ayrshire and Arran,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000049,North East Fife,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,570,580,580,
S14000050,Ochil and South Perthshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,580,580,580,
S14000051,Orkney and Shetland,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,600,580,580,
S14000052,Paisley and Renfrewshire North,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,730,580,580,
S14000053,Paisley and Renfrewshire South,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000054,Perth and North Perthshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,540,580,580,
S14000055,"Ross, Skye and Lochaber",S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,560,580,580,
S14000056,Rutherglen and Hamilton West,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,550,580,580,
S14000057,Stirling,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,650,580,580,
S14000058,West Aberdeenshire and Kincardine,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,690,580,580,
S14000059,West Dunbartonshire,S92000003,Scotland,K02000001,UK,04/11/2019,01/04/2019,520,580,580,
W07000041,Ynys Môn,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
W07000042,Delyn,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
W07000043,Alyn and Deeside,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
W07000044,Wrexham,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,610,540,580,
W07000045,Llanelli,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
W07000046,Gower,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
W07000047,Swansea West,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,620,540,580,
W07000048,Swansea East,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
W07000049,Aberavon,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
W07000050,Cardiff Central,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
W07000051,Cardiff North,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,630,540,580,
W07000052,Rhondda,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,460,540,580,
W07000053,Torfaen,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
W07000054,Monmouth,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,620,540,580,
W07000055,Newport East,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
W07000056,Newport West,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
W07000057,Arfon,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
W07000058,Aberconwy,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
W07000059,Clwyd West,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,590,540,580,
W07000060,Vale of Clwyd,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,470,540,580,
W07000061,Dwyfor Meirionnydd,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
W07000062,Clwyd South,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,550,540,580,
W07000063,Montgomeryshire,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
W07000064,Ceredigion,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,500,540,580,
W07000065,Preseli Pembrokeshire,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
W07000066,Carmarthen West and Pembrokeshire South,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,520,540,580,
W07000067,Carmarthen East and Dinefwr,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,570,540,580,
W07000068,Brecon and Radnorshire,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
W07000069,Neath,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,510,540,580,
W07000070,Cynon Valley,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
W07000071,Merthyr Tydfil and Rhymney,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
W07000072,Blaenau Gwent,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,460,540,580,
W07000073,Bridgend,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
W07000074,Ogmore,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,500,540,580,
W07000075,Pontypridd,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
W07000076,Caerphilly,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,540,540,580,
W07000077,Islwyn,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
W07000078,Vale of Glamorgan,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,560,540,580,
W07000079,Cardiff West,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,590,540,580,
W07000080,Cardiff South and Penarth,W92000004,Wales,K02000001,UK,04/11/2019,01/04/2019,570,540,580,
